fort_id,name,alternate_names,district,taluka,latitude,longitude,base_village,type,elevation_m,current_condition,era,built_by,year_of_construction,key_events,trek_difficulty,trek_time_hours,best_season,water_availability,accommodation,asi_protected,notes,raw_construction,clean_construction,construction_year_bce,construction_year_ce,construction_century_ce,construction_century_bce,construction_text
297,Shivneri,[NO_ALT_NAME],Pune,Junnar,19.2046,73.8601,Junnar,Giri Durg (Hill Fort),1067,Well-Preserved,Yadava Dynasty,Yadavas of Devgiri,11th Century,"Birthplace of Chhatrapati Shivaji Maharaj, 1630",Easy,1,All Seasons,Available,Unknown,TRUE,Features a temple of goddess Shivai and statues of Jijabai and a young Shivaji.,11th Century,11th century,,,11th Century,unknown,unknown
298,Shrivardhan Fort,[NO_ALT_NAME],Raigad,Karjat,18.8894,73.3939,Udhewadi,Giri Durg (Hill Fort),900,Partially Ruined,Yadava Dynasty,Yadavas of Devgiri,13th Century,Eastern citadel of the Rajmachi twin-fort complex,Easy,3,Monsoon; Winter,Available at Rajmachi,Udhewadi village homes,FALSE,The more complex of the two Rajmachi citadels to climb.,13th Century,13th century,,,13th Century,unknown,unknown
299,Siddhagad,[NO_ALT_NAME],Thane,Murbad,19.15,73.4167,Uchale,Giri Durg (Hill Fort),900,In Ruins,Maratha Empire,Shivaji Maharaj,17th Century,Site of a fierce battle during the 1857 uprising,Medium,3.5,Winter,Year-round,Caves; Villagers' homes,FALSE,A large plateau fort with dense vegetation and a memorial.,17th Century,17th century,,,17th Century,unknown,unknown
300,Siddhagad (Malwan),[NO_ALT_NAME],Sindhudurg,Malvan,16.1012,73.4815,Siddhawadi,Giri Durg (Hill Fort),150,In Ruins,Maratha Empire,Unknown,Unknown,A small coastal fort,Easy,1,Winter,Unknown,Unknown,FALSE,"A local fort, not to be confused with Siddhagad near Murbad.",Unknown,unknown,,,unknown,unknown,unknown
301,Sindhudurg,[NO_ALT_NAME],Sindhudurg,Malvan,16.3458,73.4569,Malvan,Jal Durg (Sea Fort),10,Well-Preserved,Maratha Empire,Shivaji Maharaj,1664,Main naval base for the Maratha Navy,Easy,1,Winter,Potable water well,Hotels in Malvan,TRUE,"Spread over 48 acres, its walls were designed to be invisible from the sea.",1664,1664,,1664,17th Century,unknown,unknown
302,Sinhagad,Kondhana,Pune,Haveli,18.3663,73.7558,Donje,Giri Durg (Hill Fort),1312,Partially Ruined,Yadava Dynasty; Maratha Empire,Nag Nayak,13th Century,"Battle of Sinhagad, 1670, led by Tanaji Malusare",Easy,0.5,Monsoon; Winter,Available seasonally; Bottled water sold,Unknown,TRUE,Famous for pithla-bhakri stalls; Accessible by road to the top.,13th Century,13th century,,,13th Century,unknown,unknown
303,Sion Hillock Fort,[NO_ALT_NAME],Mumbai City,Sion,19.05,72.8667,Sion,Bhuikot (Land Fort),25,Partially Ruined,British,British East India Company,1670,Built to mark the boundary between British-held Bombay and Portuguese-held Salsette Island,Easy,0.2,All Seasons,Unknown,Unknown,TRUE,"Located at the top of a hillock, now a garden.",1670,1670,,1670,17th Century,unknown,unknown
304,Sondai Fort,[NO_ALT_NAME],Raigad,Karjat,18.8333,73.2667,Sondewadi,Giri Durg (Hill Fort),365,In Ruins,Maratha Empire,Unknown,Unknown,A small watchtower fort,Easy,1.5,Monsoon; Winter,Unknown,Unknown,FALSE,A short and scenic trek; features two water cisterns and a small idol of Sondai devi.,Unknown,unknown,,,unknown,unknown,unknown
305,Songad,[NO_ALT_NAME],Raigad,Mahad,18.1333,73.45,Songadwadi,Giri Durg (Hill Fort),350,In Ruins,Maratha Empire,Shivaji Maharaj,Unknown,A watchtower fort near Mahad,Easy,1,Winter,Unknown,Unknown,FALSE,This is a duplicate entry for Songad Fort .,Unknown,unknown,,,unknown,unknown,unknown
306,Songad (Nashik),[NO_ALT_NAME],Nashik,Sinnar,19.8512,74.0013,Songadwadi,Giri Durg (Hill Fort),800,In Ruins,Maratha Empire,Unknown,Unknown,A small hillock fort,Easy,1,Winter,Unknown,Unknown,FALSE,A very obscure fort with minimal ruins.,Unknown,unknown,,,unknown,unknown,unknown
307,Songad Fort,[NO_ALT_NAME],Raigad,Mahad,18.1333,73.45,Songadwadi,Giri Durg (Hill Fort),350,In Ruins,Maratha Empire,Shivaji Maharaj,Unknown,A watchtower fort near Mahad,Easy,1,Winter,Unknown,Unknown,FALSE,A small fort with minimal remains.,Unknown,unknown,,,unknown,unknown,unknown
308,Songir (Dhule),[NO_ALT_NAME],Dhule,Dhule,20.9512,74.7813,Songir,Giri Durg (Hill Fort),500,Partially Ruined,Faruqi dynasty,Unknown,14th Century,A prominent fort on the Mumbai-Agra highway,Easy,1,Winter,Unknown,Unknown,FALSE,Features a deep well and ruins of several structures.,14th Century,14th century,,,14th Century,unknown,unknown
309,Songir (Karjat),[NO_ALT_NAME],Raigad,Karjat,18.9213,73.3012,Wavarle,Giri Durg (Hill Fort),350,In Ruins,Maratha Empire,Unknown,Unknown,A small fort near the base of Rajmachi,Easy,1,Winter,Unknown,Unknown,FALSE,A very small fortification often overlooked by trekkers.,Unknown,unknown,,,unknown,unknown,unknown
310,Subhan Mangal,[NO_ALT_NAME],Solapur,Solapur,17.6712,75.9213,Solapur,Bhuikot (Land Fort),450,In Ruins,Bahmani Sultanate,Unknown,Unknown,A small fortification inside the main Solapur Fort (Bhuikot),Easy,0.2,Winter,Unknown,Unknown,TRUE,Likely refers to a bastion or inner citadel of the Solapur Fort.,Unknown,unknown,,,unknown,unknown,unknown
311,Sudhagad,Bhorapgad,Raigad,Sudhagad,18.55,73.3167,Thakurwadi,Giri Durg (Hill Fort),620,Well-Preserved,Bahmani Sultanate,Bahmani Rulers,14th Century,Was considered by Shivaji Maharaj for the capital before Raigad,Easy,2.5,Monsoon; Winter,Year-round,Bhoraidevi Temple; Takmak Tok,FALSE,A large plateau fort with lakes and a temple.,14th Century,14th century,,,14th Century,unknown,unknown
312,Sumargad,[NO_ALT_NAME],Ratnagiri,Khed,17.65,73.65,Sumargadwadi,Giri Durg (Hill Fort),850,In Ruins,Maratha Empire,Shivaji Maharaj,17th Century,Part of a trio of forts with Rasalgad and Mahipatgad,Hard,3,Winter,Unknown,Unknown,FALSE,A very remote and difficult fort to access.,17th Century,17th century,,,17th Century,unknown,unknown
313,Surgad,Ghera Surgad,Raigad,Roha,18.5167,73.1333,Ghera Surgad,Giri Durg (Hill Fort),430,Partially Ruined,Maratha Empire,Shivaji Maharaj,17th Century,Watchtower fort near the Kundalika river,Easy,1.5,Monsoon; Winter,Seasonal,Caves,FALSE,Known for its rock-cut steps and small caves called 'man-made pindas'.,17th Century,17th century,,,17th Century,unknown,unknown
314,Suvarnadurg,[NO_ALT_NAME],Ratnagiri,Dapoli,17.8167,73.0833,Harnai,Jal Durg (Sea Fort),15,Well-Preserved,Adil Shahi; Maratha Empire,Shivaji Maharaj (strengthened),1660,"A major naval base of the Marathas, connected to the land by Kanakdurg",Easy,0.5,Winter,Well on fort,Unknown,TRUE,"The 'Golden Fort' is a sea fort near Harnai port, accessible by boat.",1660,1660,,1660,17th Century,unknown,unknown
315,Tahuli Fort,[NO_ALT_NAME],Thane,Kalyan,19.2215,73.2812,Tahuli,Giri Durg (Hill Fort),914,Pinnacle,Maratha Empire,Unknown,Unknown,A pinnacle fort with three pinnacles,Medium,3,Winter,Unknown,Unknown,FALSE,Known for its scenic and challenging trail.,Unknown,unknown,,,unknown,unknown,unknown
316,Talagad,[NO_ALT_NAME],Raigad,Roha,18.35,73.1833,Talewadi,Giri Durg (Hill Fort),300,Partially Ruined,Maratha Empire,Unknown,16th Century,Twin fort to Ghosalgad guarding the Mandad river,Easy,1,Monsoon; Winter,Year-round,Caves; Temple,TRUE,Features a large plateau and several water cisterns.,16th Century,16th century,,,16th Century,unknown,unknown
317,Tandulwadi,[NO_ALT_NAME],Palghar,Palghar,19.6412,72.9915,Tandulwadi,Giri Durg (Hill Fort),520,In Ruins,Maratha Empire,Unknown,Unknown,A large plateau fort near Saphale,Easy,2,Winter,Seasonal,Unknown,FALSE,Offers panoramic views of the surrounding coastal area.,Unknown,unknown,,,unknown,unknown,unknown
318,Tankai Fort,[NO_ALT_NAME],Nashik,Yeola,20.1833,74.45,Ankai,Giri Durg (Hill Fort),900,In Ruins,Yadava Dynasty,Yadavas of Devgiri,12th Century,Twin fort to Ankai,Medium,1.5,Winter,Unknown,Caves,TRUE,Visited along with Ankai fort.,12th Century,12th century,,,12th Century,unknown,unknown
319,Tarapur Fort,[NO_ALT_NAME],Palghar,Palghar,19.85,72.6667,Tarapur,Bhuikot (Land Fort),10,In Ruins,Portuguese,Portuguese,1566,Captured by the Marathas under Chimaji Appa,Easy,0.5,Winter,Unknown,Unknown,FALSE,"Located near the Tarapur Atomic Power Station, now largely in ruins.",1566,1566,,1566,16th Century,unknown,unknown
320,Terekhol Fort,Fort Tiracol,Sindhudurg,Sawantwadi,15.7333,73.6833,Tiracol,Jal Durg (Sea Fort),20,Well-Preserved,Sawantwadi State,Khem Sawant Bhonsle,17th Century,Captured by Portuguese in 1746; used by freedom fighters in 1954,Easy,0.2,All Seasons,Not applicable,Heritage Hotel,FALSE,"Located at the mouth of the Terekhol River, now a heritage hotel.",17th Century,17th century,,,17th Century,unknown,unknown
321,Thalner Fort,[NO_ALT_NAME],Dhule,Shirpur,21.2667,74.9167,Thalner,Bhuikot (Land Fort),200,In Ruins,Faruqi dynasty,Malik Raja Faruqi,1370,First capital of the Khandesh Sultanate,Easy,0.5,Winter,Unknown,Unknown,FALSE,Located on the banks of the Tapi river.,1370,1370,,1370,14th Century,unknown,unknown
322,Tikona,Vitandgad,Pune,Maval,18.6333,73.5167,Tikona Peth,Giri Durg (Hill Fort),1091,Well-Preserved,Nizam Shahi,Malik Ahmed Nizam Shah I,16th Century,Known for its triangular shape and a large cave,Easy,1.5,Monsoon; Winter,Year-round,Temple; Caves,FALSE,A popular and easy trek near Pawna Lake.,16th Century,16th century,,,16th Century,unknown,unknown
323,Torna Fort,Prachandagad,Pune,Velhe,18.2711,73.6212,Velhe,Giri Durg (Hill Fort),1403,Partially Ruined,Maratha Empire,Shaiva Panth (early); Shivaji Maharaj (captured),13th Century; Captured 1646,First fort captured by Shivaji Maharaj at age 16; renamed Prachandagad (Massive Fort),Medium,3,Post-Monsoon; Winter,Seasonal in cisterns,Mengai Temple,TRUE,Its large size and historical importance make it a key fort in Maratha history.,13th Century; Captured 1646,13th century,,,13th Century,unknown,unknown
324,Tringalwadi Fort,[NO_ALT_NAME],Nashik,Igatpuri,19.7167,73.55,Tringalwadi,Giri Durg (Hill Fort),914,Partially Ruined,Maratha Empire,Unknown,10th Century,Overlooks the Thal Ghat trade route; has Jain caves at its base,Easy,1.5,Monsoon; Winter,Seasonal,Caves,FALSE,"The top of the fort is shaped like a turban, offering great views of the Kalsubai range.",10th Century,10th century,,,10th Century,unknown,unknown
325,Tung Fort,Kathingad,Pune,Maval,18.6667,73.4167,Tungwadi,Giri Durg (Hill Fort),1075,Partially Ruined,Adil Shahi; Maratha Empire,Adil Shahi dynasty,1600,Served as a watchtower for the Bhor ghat and Pawna Maval region,Easy,1,Monsoon; Winter,Unknown,Temple at base,FALSE,"A sharp, conical fort offering stunning panoramic views of the Pawna Lake.",1600,1600,,1600,16th Century,unknown,unknown
326,Udgir Fort,[NO_ALT_NAME],Latur,Udgir,18.3942,77.1147,Udgir,Bhuikot (Land Fort),630,Partially Ruined,Hindu Rajas; Bahmani Sultanate,Bahmani Rulers,12th Century,Site of the Battle of Udgir (1760) where Marathas defeated the Nizam,Easy,1,Winter,Not applicable,Unknown,TRUE,"A land fort with a 40-foot deep moat, known for its underground rooms and a Samadhi of Udaygir Maharaj.",12th Century,12th century,,,12th Century,unknown,unknown
327,Underi Fort,Jafrabad,Raigad,Alibag,18.6833,72.8167,Thal,Jal Durg (Sea Fort),8,In Ruins,Siddi Dynasty,Siddi Qasim,1680,Built by the Siddis to challenge the Marathas at Khanderi,Medium,0.5,Winter,Unknown,Unknown,FALSE,"A fortified island, smaller than its counterpart Khanderi; requires a boat and permission to visit.",1680,1680,,1680,17th Century,unknown,unknown
328,Vairatgad,[NO_ALT_NAME],Satara,Wai,17.9,73.8167,Vairatgadwadi,Giri Durg (Hill Fort),1175,In Ruins,Shilahara Dynasty,Bhoj II,12th Century,Guarded the route between Wai and the coastal regions,Easy,1,Winter,Seasonal,Temple,FALSE,A small fort with remnants of bastions and a Hanuman temple.,12th Century,12th century,,,12th Century,unknown,unknown
329,Vajragad,Rudramal,Pune,Purandar,18.2833,73.8667,Narayanpur,Giri Durg (Hill Fort),1318,Partially Ruined,Bahmani Sultanate,Bahmani Rulers,14th Century,Twin fort of Purandar; captured by Shivaji's forces in 1665 by Dilerkhan,Easy,0.5,All Seasons,Unknown,Unknown,TRUE,"Often visited along with Purandar fort, features a temple of Lord Rudreshwar.",14th Century,14th century,,,14th Century,unknown,unknown
330,Vajragad (Vasai),[NO_ALT_NAME],Palghar,Vasai,19.3333,72.8167,Vasai,Bhuikot (Land Fort),5,In Ruins,Portuguese,Unknown,Unknown,A specific bastion or section of the main Vasai fort,Easy,0.2,All Seasons,Unknown,Unknown,TRUE,This is not a separate fort but likely refers to a bastion within the vast Vasai Fort .,Unknown,unknown,,,unknown,unknown,unknown
331,Vandan Fort,[NO_ALT_NAME],Satara,Satara,17.85,73.9667,Kikali,Giri Durg (Hill Fort),1150,In Ruins,Shilahara Dynasty,Bhoj II,12th Century,Twin fort to Chandan; captured by Shivaji Maharaj,Easy,1.5,Winter,Seasonal,Temple,FALSE,Usually trekked along with Chandan fort from the base village.,12th Century,12th century,,,12th Century,unknown,unknown
332,Vardhangad,[NO_ALT_NAME],Satara,Khatav,17.7667,74.2833,Vardhangad,Giri Durg (Hill Fort),1067,Well-Preserved,Maratha Empire,Shivaji Maharaj,1673,Built to secure the eastern frontier of the Maratha kingdom,Easy,0.5,Post-Monsoon; Winter,Year-round,Vardhinidevi Temple,FALSE,Easily accessible by road; the fort has a temple of the goddess Vardhini.,1673,1673,,1673,17th Century,unknown,unknown
333,Varugad,[NO_ALT_NAME],Satara,Maan,17.75,74.45,Varugadwadi,Giri Durg (Hill Fort),915,Partially Ruined,Maratha Empire,Shivaji Maharaj,1674,A double-layered fort built to provide defense to the region,Easy,1,Winter,Seasonal,Temple,FALSE,"Has two sections (machis) at different levels, connected by a strong fortification.",1674,1674,,1674,17th Century,unknown,unknown
334,Vasai Fort,Bassein Fort,Palghar,Vasai,19.3333,72.8167,Vasai,Bhuikot (Land Fort),5,Partially Ruined,Sultanate of Gujarat; Portuguese; Maratha Empire,Bahadur Shah of Gujarat,1530s,Capital of the Portuguese province of the North; captured by Chimaji Appa in 1739,Easy,2,All Seasons,Unknown,Unknown,TRUE,"A vast fort complex with remnants of churches, administrative buildings, and bastions.",1530s,1530s,,1530,16th Century,unknown,unknown
335,Vasantgad,[NO_ALT_NAME],Satara,Karad,17.4167,74.15,Vasantgad,Giri Durg (Hill Fort),914,Partially Ruined,Shilahara Dynasty,Bhoj II,12th Century,Guarded the Karad region; has a well-preserved Chandrasen Maharaj temple,Easy,1,Winter,Seasonal,Temple,FALSE,Known for its robust fortifications and a historical well called 'Goleshwarachi Vihir'.,12th Century,12th century,,,12th Century,unknown,unknown
336,Vasota Fort,Vyaghragad,Satara,Patan,17.65,73.7,Bamnoli,Van Durg (Forest Fort),1171,Partially Ruined,Shilahara Dynasty,Bhoj II,1180,The 'Jungle Fort' located deep within the Koyna Wildlife Sanctuary,Medium,3,Winter,Year-round,Caves,FALSE,Accessible by a boat ride from Bamnoli across the Shivsagar lake; requires forest dept. Permission.,1180,1180,,1180,12th Century,unknown,unknown
337,Vengurla Fort,Vengurla Rocks,Sindhudurg,Vengurla,15.85,73.6167,Vengurla,Jal Durg (Sea Fort),5,In Ruins,Dutch,Dutch,1638,A fortified Dutch factory,Easy,0.5 (boat),Winter,Unknown,Unknown,FALSE,Also known as the 'Burnt Islands'; accessible by boat.,1638,1638,,1638,17th Century,unknown,unknown
338,Vetalgad,[NO_ALT_NAME],Nashik,Kalwan,20.4512,73.9513,Vetalgad,Giri Durg (Hill Fort),1100,In Ruins,Maratha Empire,Unknown,Unknown,A small fort in the Kalwan range,Easy,1,Winter,Unknown,Unknown,FALSE,Minimal ruins remain.,Unknown,unknown,,,unknown,unknown,unknown
339,Vetalwadi Fort,[NO_ALT_NAME],Chhatrapati Sambhaji Nagar,Soygaon,20.5512,75.3513,Vetalwadi,Giri Durg (Hill Fort),700,Partially Ruined,Yadava Dynasty,Unknown,13th Century,A fort guarding the Vetalwadi ghats,Easy,1,Winter,Seasonal,Unknown,FALSE,Known for its two-storey palace-like structure.,13th Century,13th century,,,13th Century,unknown,unknown
340,Vijaydurg,Gheria,Sindhudurg,Devgad,16.5667,73.3333,Vijaydurg,Jal Durg (Sea Fort),10,Well-Preserved,Shilahara Dynasty; Maratha Empire,Raja Bhoj II,1195,One of the strongest Maratha naval bases under Kanhoji Angre; has an underwater wall,Easy,1.5,Winter,Well on fort,Unknown,TRUE,The 'Victory Fort' is one of the best-preserved sea forts; has a triple line of fortifications.,1195,1195,,1195,12th Century,unknown,unknown
341,Vilasgad (Mallikarjun),[NO_ALT_NAME],Solapur,Akkalkot,17.5213,76.2012,Vilasgad,Giri Durg (Hill Fort),500,In Ruins,Unknown,Unknown,Unknown,A small hill with a Mallikarjun temple and some fortifications,Easy,0.5,Winter,Unknown,Temple,FALSE,A local pilgrimage spot.,Unknown,unknown,,,unknown,unknown,unknown
342,Visapur Fort,[NO_ALT_NAME],Pune,Maval,18.7167,73.4833,Visapur,Giri Durg (Hill Fort),1084,Partially Ruined,Bahmani Sultanate; Maratha Empire,Peshwas (rebuilt),1720,Twin fort to Lohagad; built to guard it,Easy,2,Monsoon; Winter,Seasonal,Caves,FALSE,"Known for its huge plateau, numerous water cisterns, and a scenic waterfall trail in monsoon.",1720,1720,,1720,18th Century,unknown,unknown
343,Vishalgad,Khelna,Kolhapur,Shahuwadi,16.8833,73.7833,Gajapur,Giri Durg (Hill Fort),1130,Partially Ruined,Shilahara Dynasty,Shilahara king Marsinh,1058,Where Shivaji Maharaj escaped to after fleeing Panhala; has the samadhi of Baji Prabhu Deshpande nearby,Easy,1,Monsoon; Winter,Available,Dargah lodgings,FALSE,"A large fort with significant historical monuments, including a dargah and temples.",1058,1058,,1058,11th Century,unknown,unknown
344,Worli Fort,[NO_ALT_NAME],Mumbai City,Worli,19.0167,72.8167,Worli,Jal Durg (Sea Fort),8,Well-Preserved,British,British East India Company,1675,A small watchtower built to keep an eye on enemy ships,Easy,0.2,All Seasons,Unknown,Unknown,FALSE,"Located at the tip of Worli village, offering views of the Bandra-Worli Sea Link.",1675,1675,,1675,17th Century,unknown,unknown
345,Yashawantgad (Nate),[NO_ALT_NAME],Ratnagiri,Rajapur,16.7212,73.3115,Nate,Jal Durg (Sea Fort),20,In Ruins,Maratha Empire,Shivaji Maharaj,17th Century,A coastal fort guarding the Nate creek,Easy,0.5,Winter,Unknown,Unknown,FALSE,A different fort from Yashwantgad/Redi Fort in Sindhudurg district.,17th Century,17th century,,,17th Century,unknown,unknown
346,Yashwantgad,Redi Fort,Sindhudurg,Vengurla,15.75,73.6667,Redi,Giri Durg (Hill Fort),30,In Ruins,Maratha Empire,Shivaji Maharaj,17th Century,A coastal fort guarding the Terekhol creek,Easy,0.5,Winter,Unknown,Unknown,FALSE,Overlooks the beautiful Redi beach and is covered in dense vegetation.,17th Century,17th century,,,17th Century,unknown,unknown
